geneSymbol	proteinName
C3orf17	Q6NW34
SPICE1	Q8N0Z3
KIAA1407	Q8NCU4
CAPS,CADPS	Q9ULU8
NKX6-1	P78426
CDS1	Q92903
WDFY3	Q8IZQ1
COX18	Q8N8Q8
PTPN13	Q12923
SYNPR	Q8TBG9
ALB	P02768
C3orf49	Q96BT1
C4orf36	Q96KX1
THOC7	Q6I9Y2
ATXN7	O15265
PSMD6	Q15008
PRICKLE2	Q7Z3G6
ADAMTS9	Q9P2N4
PPM1K	Q8N3J5
FAM194A	Q7L0X2
CLRN1	P58418
GMPS	P49915
TIPARP	Q7Z3E1
MCM2,CCNL1	P49736
CCNL1	Q9UK58
PITX3,PTX3	O75364
PTX3	P26022
HESX1	Q9UBX0
DCLK3	Q9C098
SLMAP	Q14BN4
RPL9	P32969
C4orf34	Q96QK8
RPP14	O95059
ABHD6	Q9BV23
DNASE1L3	Q13609
C3orf67	Q6ZVT6
RBM47	A0AV96
APBB2	Q92870
IL17RE	Q8NFR9
IL17RC	Q8NAC3
CRELD1	Q96HD1
PRRT3	Q5FWE3
C3orf24	Q96PS1
PCOLCE2	Q9UKZ9
MTMR14	Q8NCE2
TTC14	Q96N46
CXCL3	P19876
CXCL5	P42830
PPBP	P02775
PF4	P02776
MTHFD2L	Q9H903
CXCL1	P09341
RCHY1	Q96PM5
PLSCR2	Q9NRY7
CCDC158	Q5M9N0
CPA3	P15088
CPA4,CPA3	Q9UI42
GYG1	P46976
HPS3	Q969F9
TM4SF18	Q96CE8
TOPBP1	Q92547
RYK	P34925
SNRK	Q9NRH2
TCF23	Q7RTU1
DNAJC5G	Q8N7S2
UCN	P55089
ZNF513	Q8N8E2
SLC4A1AP	Q9BWU0
PLB1	Q6P1J6
SPDYA	Q5MJ70
KIAA1143	Q96AT1
KIF15	Q9NS87
TGM4	P49221
WDR43	Q15061
ZDHHC3	Q9NYG2
CDCP1	Q9H5V8
CLEC3B	P05452
SIT1,SLC6A20	Q9NP91
LZTFL1	Q9NQ48
FYCO1	Q9BQS8
CCR1	P32246
RTP3	Q9BQQ7
LRRC2	Q9BYS8
C3orf75	Q0PNE2
FBXO40	Q9UH90
DTX3L	Q8TDB6
ZNF148	Q9UQR1
NMNAT3	Q96T66
C1orf212	Q96EX1
ZMYM6	O95789
TPRA1	Q86W33
YEATS2	Q9ULM3
GRIK3	Q13003
ZC3H12A	Q5D1E8
MEAF6	Q9HAF1
SNIP1	Q8TAD8
DNALI1	O14645
POLR2H	P52434
KLF15	Q9UIH9
CCDC37	Q494V2
CAMK2N2	Q96S95
LIPH	Q8WWY8
TMEM41A	Q96HV5
RPN1	P04843
SENP2	Q9HC62
HEYL	Q9NQ87
IFT122	Q9HBG6
RHO	P08100
C3orf65	Q96M15
RFC4	P35249
RPL39L	Q96EH5
BAP1	Q92560
MAGI1,BAP1	Q96QZ7
RNF2,BAP1	Q99496
TKT	P29401
DDR2,TKT	Q16832
PRKCD	Q05655
RFT1	Q96AA3
GPR172B,RFT1	Q9NWF4
SFMBT1	Q9UHJ3
GNL3	Q9BVP2
PBRM1	Q86U86
KIAA1530	Q2YD98
C3orf63	Q9UK61
ARHGEF3	Q9NR81
SLBP	Q14493
LRPAP1	P30533
ZDHHC19	Q8WVZ1
UBXN7	O94888
RNF168	Q8IYW5
PIGX	Q8TBF5
MFI2	P08582
OTOP1	Q7RTM1
S100P	P25815
ABLIM2	Q6H8Q1
DEM1	Q9H790
CLDN19	Q8N6F1
C1orf50	Q9BV19
ERMAP	Q96PL5
ZNF691	Q5VV52
AIMP1	Q12904
SGMS2	Q8NHU3
METAP1	P53582
DNAJB14	Q8TBM8
H2AFZ	P0C0S5
EMCN	Q9ULC0
NHEDC1	Q4ZJI4
NHEDC2	Q86UD5
BDH2	Q9BUT1
PGRMC2	O15173
CDC25A	P30304
CAMP	P49913
ZNF589	Q86UQ0
FBXW12	Q6X9E4
PLXNB1	O43157
CCDC51	Q96ER9
ATRIP	Q8WXE1
SHISA5	Q8N114
SPRY1	O43609
BSN	Q9UPA5
APEH	P13798
INTU	Q9ULD6
RNF123	Q5XPI4
MFSD8	Q8NHS3
C4orf29	Q0P651
CAMKV	Q8NCB2
MON1A	Q86VX9
MST1R	Q04912
RAD54L2	Q9Y4B4
TEX264	Q9Y6I9
GRM2	Q14416
DUSP7	Q16829
POC1A	Q8NBT0
AGXT2L1	Q8TBG4
WDR82	Q6UXN9
PITX2	Q99697
C4orf3	Q8WVX3
PRSS12	P56730
NDST3	O95803
HMGB2	P26583
SAP30	O75446
SCRG1	O75711
HAND2	P61296
MAD2L1	Q13257
ANXA5	P08758
TMEM155	Q4W5P6
ADAD1	Q96M93
MAP9	Q49MG5
GUCY1A3	Q02108
FBXO8	Q9NRD0
KIAA1712	Q9C0F1
HPGD	P15428
ASB5	Q8WWX0
C4orf45	Q96LM5
TMEM144	Q7Z5S9
FAM198B	Q6UWH4
NPY1R	P25929
NPY5R	Q15761
NAA15	Q9BXJ9
IL15	P40933
FAM160A1	Q05DH4
ARFIP1	P53367
KIAA0947	Q9Y2F5
HHIP	Q96QV1
ANAPC10	Q9UM13
ABCE1	P61221
OTUD4	Q01804
LSM6	P62312
TMEM184C	Q9NVA4
PRMT10	Q6P2P2
ITGA2	P17301
MOCS2	O96007
MOCS2	O96033
AIM1,SLC45A2	Q9UMX9
EDIL3	O43854
TMEM161B	Q8NDZ6
ELOVL7	A1L3X0
NDUFAF2	Q8N183
ZNF474	Q6S9Z5
ZFP106,ZNF474	Q9H2Y7
LMBRD2	Q68DH5
RANBP3L	Q86VV4
NIPBL	Q6KC79
RNF180	Q86T96
GPR98	Q8WXG9
SLC25A46	Q96AG3
STARD4	Q96DR4
PGGT1B	P53609
F2RL2	O00254
CCDC112	Q8NEF3
ANKRD33B	A6NCL7
CMBL	Q96DG6
C5orf63	A6NC05
PRRC1	Q96M27
F2RL1	P55085
AGGF1	Q8N302
WDR41	Q9HAD4
PRDM9	Q9NQV7
NDUFS4	O43181
SCGB3A2	Q96PL1
SPINK1	P00995
HTR4	Q13639
ESM1	Q9NQ30
GRPEL2	Q8TAA5
CDC20B	Q86Y33
ARSK	Q6UWY0
RHOBTB3	O94955
GPX8	Q8TED1
TIGD6	Q17RP2
SPZ1	Q9BXG8
SERINC5	Q86VE9
ENPP6	Q6UWR7
CAGE1	Q8TC20
CASP3	P42574
CCDC111	Q96LW4
ERAP1	Q9NZ08
ERAP2	Q6P179
CMYA5	Q8N3K9
EGFLAM	Q63HQ2
KIAA1430	Q9P2B7
TMEM174	Q8WUU8
CARTPT	Q16568
RICTOR	Q6R327
PAPD4	Q6PIY7
ANKRA2	Q9H9E1
UBLCP1	Q8WVY7
FAM170A	A1A519
UTP15	Q8TED0
TLR3	O15455
KLK3,KLKB1	P03952
NSA2	O95478
GFM2	Q969S9
TERT	O14746
SLC6A18	Q96N87
CCDC127	Q96BQ5
FOXQ1	Q9C009
C6orf195	Q96MT4
GPR111	Q8IZF7
ACSL6	Q9UKU0
IL3	P08700
CSF2	P04141
SHROOM1	Q2M3G4
GDF9	O60383
UQCRQ	O14949
LEAP2	Q969E1
GJB7	Q6PEY0
SLC35A1	P78382
GRIK2	Q13002
GRIK5,GRIK2	Q16478
C6orf150	Q8N884
FABP7	O15540
TLX3	O43711
TXLNB	Q8N3L3
CITED2	Q99967
FAM26D	Q5JW98
T	O15178
CREBRF	Q8IUR6
DCBLD1	Q8N8Z6
SFXN1	Q9H9B4
SAMD3	Q8N6K7
TMEM200A	Q86VY9
IL22RA2	Q969J5
DACT2	Q5SW24
PDSS2	Q86YH6
C7orf72	A4D263
STXBP5	Q5T5C0
HIST1H2AA	Q96QV6
IL31RA	Q8NI17
ANKRD55	Q3KP44
RAET1E	Q8TD07
PI16	Q6UXB8
TBX20	Q9UMR3
DAGLB	Q8NCG7
KIAA0895	Q8NCT3
STK17A	Q9UEE5
TRA2A	Q13595
FAM183B	Q6ZVS7
GALNT10	Q86SR1
SAP30L	Q9HAJ7
RPS14	P62263
HCN1	O60741
MYOZ3	Q8TDC0
COG5	Q9UP83
NEUROD6	Q96NK8
C7orf60	Q1RMZ1
GPR85	P60893
SLU7	O95391
RP9	Q8TA86
PTTG1	O95997
CAMLG	P49069
FBXL21	Q9UKT6
BMPER	Q8N8U9
RELL2	Q8NC24
KCNK5	O95279
KIF6	Q6ZMV9
ZNF12	P17014
SLC29A4	Q7RTT9
C7orf62	Q8TBZ9
STEAP1	Q9UHE8
CDCA7L	Q96GN5
SP8	Q8IXZ3
MIOS	Q9NXC5
KIAA1324L	A8MWY0
USP49	Q70CQ1
SYTL3	Q4VX76
IQUB	Q8NA54
HEY1	Q9Y5J3
ZNF704	Q6ZNC4
FABP5	Q01469
SHH	Q15465
TAGAP	Q8N103
COL1A2	P08123
FNDC1	Q4ZHG4
CHMP4C	Q96CF2
SLC13A4	Q9UKG4
PGAM2	P15259
BRI3	O95415
ITM2C,BRI3	Q9NQX7
LMTK2	Q8IWU2
CCL18,AMAC1	P55774
AMAC1	Q8N808
CTSB	P07858
SOX17	Q9H6I2
DYNLL1,DLC1	P63167
DLC1	Q96QB1
DLEC1,DLC1	Q9Y238
ADCY1	Q08828
C8orf48	Q96LL4
SUN3	Q8TAQ9
C7orf57	Q8NEG2
HNF4G	Q14541
PAF1,PEX2	P28328
RAD21	O60216
SLC30A8	Q8IWU4
MED30	Q96HR3
TNFRSF11B	O00300
C8orf84	Q8IVN8
PHKG1	Q16816
EN2	P19622
KCNV1	Q6PIU1
CSMD3	Q7Z407
KIAA0146	Q14159
ORC5	O43913
DEFA5	Q01523
HEATR2	Q86Y56
DEFA4	P12838
DEF6,DEFA6	Q01524
OSGIN2	Q9Y236
DEFB1	P60022
SUN1	O94901
OXR1	Q8N573
TMEM74	Q96NL1
GPR146	Q96CH1
GPER1	Q99527
UNCX	A6NJT0
TMEM184A	Q6ZMB5
NOS3	P29474
SPAG11B	Q08648
MICALL2	Q8IY33
CA3	P07451
INTS1	Q8N201
CDK5	Q00535
SLC4A2	P04920
SLC7A13	Q8TCU3
FASTK	Q14296
TMUB1	Q9BVT8
C7orf55	Q96HJ9
GBX1	Q14549
PHAX	Q9H814
ALDH7A1	P49419
FOXK1	P85037
COX6C	P09669
OSR2	Q8N2R0
YWHAZ	P63104
BAALC	Q8WXS3
FZD6	O60353
CTHRC1	Q96CG8
SLC25A32	Q9H2D1
DCAF13	Q9NV06
TM7SF4	Q9H295
TP53INP1	Q96A56
INTS8	Q75QN2
KIAA1429	Q69YN4
FREM1	Q5H8C1
GEM	P55040
PDP1	Q9P0J1
TMEM67	Q5HYA8
KIAA0196	Q12768
C9orf23	Q8N5L8
C9orf25	Q8IW50
C9orf24	Q8NCR6
SNAPC3	Q92966
KIAA1161	Q6NSJ0
NUDT2	P50583
TMEM65	Q6PI78
PSIP1	O75475
C9orf93	Q6TFL3
UBAP1	Q9NZ09
DIRAS2	Q96HU8
SYK	P43405
NIPSNAP3B	Q9BS92
ABCA1	O95477
NFIL3	Q16649
LETM2	Q2VYF4
METTL2B	Q6P1Q9
PRKACG	P22612
FXN	Q16595
ZMAT4	Q9H898
NKX6-3	A6NJ46
TMEM71	Q6P5X7
MAMDC2	Q7Z304
PRSS37	A4D1T9
CPA6	Q8N4T0
C8orf34	Q49A92
TMC1	Q8TDI8
ALDH1A1	P00352
KDM1B	Q8NB78
HGSNAT	Q68CP4
RASEF	Q8IZ41
GKAP1	Q5VSY0
KIF27	Q86VH2
C9orf64	Q5T6V5
HNRNPK	P61978
C7orf45	Q8WWF3
SVEP1	Q4LDE5
TRPV6	Q9H1D0
C7orf34	Q96L11
ANKS6	Q68DC2
FBP1	P09467
C9orf125	Q9BRR3
ZHX1	Q9UKY1
CYBB	P04839
DYNLT3	P51808
WBSCR27	Q8N6F8
MID1IP1	Q9NPA3
C9orf84	Q5VXU9
CXorf58	Q96LI9
KIAA1958	Q8N8K9
PTCHD1	Q96NR3
RNF183	Q96D59
ASB11	Q8WXH4
PCDH19	Q8TAB3
PIGA	P37287
FIGF	O43915
OR1Q1	Q15612
OR1K1	Q8NGR3
STRBP	Q96SI9
CLDN3	O15551
GAPVD1	Q14C86
C9orf89	Q96LW7
WNK2	Q9Y3S1
ATP7A	Q04656
ZNF367	Q7RTV3
NLGN4Y	Q8NFZ3
HDX	Q7Z353
NDUFB6	O95139
AQP9,AQP7	O14520
NOL6	Q9H6R4
AQP3	Q92482
RG9MTD3	Q6PF06
VCP	P55072
PIGO	Q8TEQ8
STOML2	Q9UJZ1
BRWD3	Q6RI45
SLITRK5	O94991
MELK	Q14680
ARMC3	Q5W041
OTUD1	Q5VV17
ARHGAP12	Q8IWW6
FAT3	Q8TDW7
CCDC67	Q05D60
HECTD2	Q5U5R9
SLC7A3	Q8WY07
FBXO33	Q7Z6M2
DDX26B	Q5JSJ4
GPR101	Q96P66
CLDN2	P57739
LRFN5	Q96NI6
LRRC18	Q8N456
ZNF488	Q96MN9
C14orf147	Q969W0
ANXA8	P13928
WRN	Q14191
TSHR	P16473
CFL2	Q9Y281
SUGT1	Q9Y2Z0
GTF2A1	P52655
ZCCHC24	Q8N2G6
PGM2L1	Q6PCE3
PHYHIPL	Q96FC7
SLC16A9	Q7RTY1
FOLR2	P14207
INPPL1	O15357
PHOX2A	O14813
MBL2	P11226
GJB2	P29033
CRYL1	Q9Y2S2
HEPACAM	Q14CZ8
SKA3	Q8IX90
EFHA1	Q8IYU8
C11orf82	Q8IXT1
PCF11	O94913
PKNOX2	Q96KN3
RPL10L	Q96L21
PPIL5	Q96L50
RPL36AL	Q969Q0
C14orf104	Q9NVR5
C10orf10	Q9NTK1
MAGEC3	Q8TD91
C10orf25	Q5T742
ZNF22	P17026
KLHDC2	Q9Y2U9
EML5	Q05BV3
SDCCAG1	O60524
RPUSD4	Q96CM3
ARF6	P62330
TTC8	Q8TAM2
TMEM63C	Q9P1W3
NGB	Q9NPG2
C14orf148	Q6NXP6
CDX2	Q99626
FAM123A	Q8N7J2
AKR1E2	Q96JD6
KBTBD6	Q86V97
SSX5	O60225
SSX3	Q99909
OTX2	P32243
FAAH2	Q6GMR7
DRGX	A6NNA5
NUDT5	Q9UKK9
DACT1	Q9NYF0
OXGR1	Q96P68
UCMA	Q8WVF2
BEND7	Q8N7W2
ATP5C1	P36542
PRPF18	Q99633
TAF3	Q5VWG9
C10orf72	Q8IW00
VDAC2	P45880
SOHLH1	Q5JUK2
COMTD1	Q86VU5
SLC18A2	Q05940
PDZD8	Q8NEN9
ZNF503	Q96F45
DACH1	Q9UI36
FAM175B	Q15018
QSOX2	Q6ZRP7
C10orf84	Q9H8W3
NSD1	Q96L73
PRDX3	P30048
ENOX2	Q16206
GHITM	Q9H3K2
CLEC1B	Q9P126
SNAPC4	Q5SXM2
C12orf59	Q4KMG9
INPP5E,PMPCA	Q10713
SDCCAG3	Q96C92
FRMD7	Q6ZUT3
C9orf98	Q96MA6
C9orf9	Q96E40
TSC1	Q92574
GFI1B	Q5VTD9
HPRT1	P00492
LOH12CR1	Q969J3
FAM69B	Q5VUD6
ZMYND19	Q96E35
STOX1	Q6ZVD7
RET	P07949
DDX21	Q9NR30
DDX56,DDX21	Q9NY93
BMS1	Q14692
STK32C	Q86UX6
KIAA1462	Q9P266
OR4K2	Q8NGD2
FUNDC2	Q9BWH2
TMEM55B	Q86T03
METT11D1	Q9H7H0
SLC39A2	Q9NP94
NDRG2	Q9UN36
RNASE7	Q9H1E1
ARHGEF40	Q8TER5
NELF	Q6X4W1
ZNF219	Q9P2Y4
C12orf50	Q8NA57
CASP7	P55210
C14orf50	Q96LQ0
BTNL9	Q6UXG8
C10orf118	Q7Z3E2
VWA2	Q5GFL6
METTL3	Q86U44
SALL2	Q9Y467
PRAP1	Q96NZ9
TRUB1	Q8WWH5
FAM194B	Q5W0A0
CYP2C19	P33261
ZFYVE1	Q9HBF4
C10orf82	Q8WW14
HSPA12A	O43301
FRAT1	Q92837
UBTD1	Q9HAC8
ANKRD2	Q9GZV1
E2F7	Q96AV8
ISCA2	Q86U28
C12orf64	Q3ZCN5
GYLTL1B	Q8N3Y3
PACSIN3	Q9UKS6
TTC7B	Q86TV6
SLC39A13	Q96H72
PSMC3	P17980
RAPSN	Q13702
AGBL2	Q5U5Z8
TC2N	Q8N9U0
CPSF2	Q9P2I0
SMCO2	A6NFE2
MOAP1	Q96BY2
IFI27L1	Q96BM0
IFI27	P40305
SERPINA12	Q8IW75
CLMN	Q96JQ2
PDZRN4	Q6ZMN7
CCDC38	Q502W7
NRP1,NELL1	Q92832
PTER	Q96BW5
C1QL3	Q5VWW1
CACNB2	Q08289
PTPLA	B0YJ81
ARL5B	Q96KC2
C11orf75	Q9NRQ5
KIAA1731	Q9C0D2
KCNC2	Q96PR1
MAGEA9B,MAGEA9	P43362
TAF1D	Q9H5J8
ABTB2	Q8N961
C10orf28	Q7Z5L2
AMOTL1	Q8IY63
HTRA1	Q92743
LIPC	P11150
CEP57	Q86XR8
TCP11L2	Q8N4U5
PASD1	Q8IV76
SPRED1	Q7Z699
TMCO5A	Q8N6Q1
GPR176	Q14439
JAM3	Q9BX67
IL25	Q9H293
CMTM5	Q96DZ9
GLB1L3	Q8NCI6
ADAMTS15	Q8TE58
SVOP	Q8N4V2
SPATA19	Q7Z5L4
GPT2	Q8TD30
AMN	Q9BXJ7
RAB8B	Q92930
IKBIP	Q70UQ0
RPUSD2	Q8IZ73
HIF1AN	Q9NWT6
NDUFB8	O95169
ZFYVE19	Q96K21
PPP1R14D	Q9NXH3
SPINT1	O43278
FBN1	P35555
AVPR1A	P37288
C16orf78	Q8WTQ4
DEPDC4	Q8N2C3
TPTE	P56180
LRTM2	Q8N967
OPN1MW2	P0DN77
BRD7	Q9NPI1
CKB	P12277
TRMT61A	Q96FX7
BTRC	Q9Y297
POLL	Q9UGP5
BAG5	Q9UL15
LARP6	Q9BRS8
API5	Q9BZZ5
ASPG	Q86U10
ZNF319	Q9P2F9
HPS6	Q86YV9
SENP8	Q96LD8
NOLC1	Q14978
ALKBH3	Q96Q83
CSN2,COPS2	P61201
GABRB3	P28472
SPIC	Q8N5J4
C10orf27	Q96M53
SGPL1	O95470
FRS2	Q8WU20
CCT2	P78371
PCBD1	P61457
ARIH1	Q9Y4X5
C16orf71	Q8IYS4
SCN3B	Q9NY72
COX11	Q9Y6N1
ZNF202	O95125
C15orf33	Q96M60
STXBP4	Q6ZWJ1
CYYR1	Q96J86
CUL5	Q93034
C12orf28	Q96LU7
C10orf26	Q9NX94
C10orf32	Q96B45
C2	P06681
PLEKHF1	Q96S99
TMEM100	Q9NV29
ANAPC16	Q96DE5
SMPD1	P17405
APBB1	O00213
SYNPO2L	Q9H987
NUDT13	Q86X67
C11orf65	Q8NCR3
TRIM44	Q96DX7
ILK	Q13418
TAF10	Q12962
TPP1	O14773
TTPA,TPP1	P49638
ACD,TPP1	Q96AP0
CDH19,DCHS1	Q96JQ0
NETO1	Q8TDF5
ZMYND17	Q4VC12
CYB5A	P00167
USP54	Q70EL1
RAG1	P15918
POTED	Q86YR6
C11orf74	Q86VG3
WDR88	Q6ZMY6
OR10A5	Q9H207
OR2D2	Q9H210
ATP9B	O43861
PPFIBP2	Q8ND30
MOGAT2	Q3SYC2
CYB5R2	Q6BCY4
SERPINB7	O75635
KIAA0355	O15063
SERPINB8	P50452
TUB	P50607
RIC3	Q7Z5B4
LMO1	P25800
IDH3A	P50213
WDR72	Q3MJ13
RBP5,CRABP1	P29762
PLD4	Q96BZ4
ZMAT1	Q5H9K5
XRRA1	Q6P2D8
TRIM66	O15016
RNF169	Q8NCN4
RPL27A	P46776
ST5	P78524
CDYL2	Q8N8U2
TMEM130	Q8N3G9
PRTG	Q2VWP7
CENPN	Q96H22
C11orf17	Q9NQ31
ATMIN	O43313
C16orf46	Q6P387
TMEM41B	Q5BJD5
PKD1L2	Q7Z442
LEO1	Q8WVC0
ZNF143	P52747
TMX3	Q96JJ7
MFAP4	P55083
WEE1	P30291
MAPK7	Q13164
PRKCB	P05771
NDST2	P52849
MCM2,MCM7	P33993
CLEC3A	O75596
CCDC68	Q9H2F9
CLEC4E	Q9ULY5
ZNF3	P17036
CLEC4D	Q8WXI8
ZSCAN21	Q9Y5A6
RIMKLB	Q9ULI2
A2ML1	A8K2U0
BEAN1	Q3B7T3
TK2	O00142
TMED3	Q9Y3Q3
SLC38A8	A6NNN8
SEC11C	Q9BY50
CPLX4	Q7Z7G2
GALR1	P47211
TMEM135	Q86UB9
IQCD	Q96DY2
NDEL1	Q9GZM8
CENPV	Q7Z7K6
CDH16	O75309
RRAD	P55042
FAM96B	Q9Y3D0
WDR16	Q8N1V2
HSP90B1	P14625
MC4R	P32245
BLCAP	P62952
SERPINB12	Q96P63
CHRFAM7A	Q494W8
ATF7IP2	Q5U623
MMP10	P09238
FAM18A	A6NH52
NGFRAP1	Q00994
TMPRSS5	Q9H3S3
COG1	Q8WTW3
PLEKHA7	Q6IQ23
ZNF606	Q8WXB4
B2M	P61769
ZNF592	Q92610
CASC4	Q6P4E1
HTR3A	P46098
NNMT	P40261
ACSM1	Q08AH1
AP1G1	O43747
AGBL1	Q96MI9
SLFN5	Q08AF3
CATSPER2	Q96P56
C16orf45	Q96MC5
KIAA0430	Q9Y4F3
SAAL1	Q96ER3
YPEL4	Q96NS1
PPIB	P23284
LDHC	P07864
FAM96A	Q9H5X1
LDHAL6A	Q6ZMR3
FAM111A	Q96PZ2
KIAA0101	Q15004
KIF7	Q2M1P5
LDHD	Q86WU2
PLIN1	O60240
PEX11A	O75192
TMEM170A	Q8WVE7
MESP1	Q9BRJ9
ANPEP	P15144
SCNN1G	P51170
RBPMS2	Q6ZRY4
NAV2	Q8IVL1
ANKDD1A	Q495B1
GLYATL1	Q969I3
C18orf54	Q8IYD9
DCTN5	Q9BTE1
TERF2IP	Q9NYB0
PLK1	P53350
CLPX	O76031
GPR182	O15218
ZBTB39	O15060
CACNG2	Q9Y698
TAC3	Q9UHF0
MYO1A	Q9UBC5
TMEM194A	O14524
OR4D6	Q8NGJ1
NAB2	Q15742
VPS39	Q96JC1
STAT6	P42226
PATL1	Q86TB9
XRCC6BP1	Q9Y6H3
ELFN2	Q5R3F8
STX3	Q13277
MRPL16	Q9NX20
PIP4K2C	Q8TBX8
MTMR10	Q9NXD2
YWHAB	P31946
C15orf48	Q9C002
SCG5	P05408
GREM1	O60565
C7orf51	Q6ZVC0
TSC22D4	Q9Y3Q8
MS4A6E	Q96DS6
MS4A7	Q9GZW8
MS4A5	Q9H3V2
DIS3L	Q8TF46
CCNDBP1	O95273
EPB42	P16452
TGM6	O95932
SMAD3	P84022
MS4A8B	Q9BY19
C18orf34	Q5BJE1
MS4A15	Q8N5U1
MAP1A	P78559
RCCD1	A6NED2
AKTIP	Q9H8T0
RP1,MAPRE2	Q15555
C21orf63	P58658
TCP10L2	B9ZVM9
MARS	P56192
MBD6	Q96DN6
CNPY4	Q8N129
PDIA3	P30101
NUDT21	O43809
C7orf52	Q8N8M0
C15orf43	Q8NHR7
NKX3-1	Q99801
SGSM1	Q2NKQ1
DUSP18	Q8NEJ0
TEF	Q10587
MEI1	Q5TIA1
B4GALNT2	Q8NHY0
PBX3	P40426
PHB	P35232
SNRPD1	P62314
SNRPD2,SNRPD1	P62316
TTC16	Q8NEE8
SUN5	Q8TC36
SAMD14	Q8IZD0
PIP5KL1	Q5T9C9
BPIL3	Q8NFQ5
TMEM92	Q6UXU6
FAM102A	Q5T9C2
ACSF2	Q96CM8
GOLGA2	Q08379
TRUB2	O95900
COQ4	Q9Y3A0
SLC27A4	Q6P1M0
URM1	Q9BTM9
CERCAM	Q5T4B2
DOLPP1	Q86YN1
CCDC103	Q8IW40
ENDOG	Q14249
TBC1D21	Q8IYX1
PRRX2	Q99811
UGT1A6	P19224
C15orf39	Q6ZRI6
ISLR2	Q6UXK2
SP2	Q02086
PRR15L	Q9BU68
COQ7	Q99807
GPRC5B	Q9NZH0
CRK	P46108
C16orf92	Q96LL3
GOLGA6C	A6NDK9
FBXO22	Q8NEZ5
TBC1D2B	Q9UPU7
NOD2	Q9HC29
SNX20	Q7Z614
LOXHD1	Q8IVV2
KATNAL2	Q8IYT4
HDHD2	Q9H0R4
C17orf78	Q8N4C9
ZNF91	Q05481
CCL23	P55773
IGF2	P01344
RNF214	Q8ND24
CDK12	Q9NYV4
DPEP2	Q9H4A9
DUS2L	Q9NX74
POP5	Q969H6
ENGASE	Q8NFI3
RBFOX3	A6NFN3
ATP5L	O75964
CD3D	P04234
TBC1D16	Q8TBP0
C17orf56	Q96N21
MYO5B	Q9ULV0
ART5	Q96L15
ACAA2	P42765
STIM1	Q13586
RRM1	P23921
OR51E2	Q9H255
TRIM68	Q6AZZ1
MMP26	Q9NRE1
OR51I1	Q9H343
OR51Q1	Q8NH59
FN3K	Q9H479
PRRT2	Q7Z6L0
ZNF23	P17027
IRGQ	Q8WZA9
ZNF226	Q9NYT6
ZNF229	Q9UJW7
ZNF180	Q9UJW8
PPP2R3B	Q9Y5P8
ZNF668	Q96K58
ZNF646	O15015
VKORC1	Q9BQB6
GNGT2,GNG8	O14610
GNG8	Q9UK08
LPO	P22079
CA4	P22748
C17orf71	Q8ND04
TPM4	P67936
RAB8A	P61006
GPX4	P36969
MIDN	Q504T8
JSRP1	Q96MG2
FAM129C	Q86XR2
KLHL26	Q53HC5
GATAD2A	Q86YP4
MVD	P53602
CDT1	Q9H211
TRAPPC2L	Q9UL33
ANKRD11	Q6UB99
C16orf55	Q96N06
PROCA1	Q8NCQ7
RPL13	P26373
ZNF641	Q96N77
LALBA	P00709
CACNB3	P54284
DHRS13	Q6UX07
TP53I13	Q8NBR0
MLL2	O14686
CORO6	Q6QEF8
RHEBL1	Q8TAI7
TUBA1A	Q71U36
TUBA1C	Q9BQE3
ZNF610	Q8N9Z0
ZNF528	Q3MIS6
ZNF701	Q9NV72
SERTAD3	Q9UJW9
NCKAP5L	Q9HCH0
RAB4B	P61018
AQP2	P41181
GPD1	P21695
C19orf55	Q2NL68
CYP2S1	Q96SQ9
AXL	P30530
NFKBID	Q8NI38
TMC4	Q7Z404
ANKRD33	Q7Z3H0
LAIR1	Q6GTX8
TTYH1	Q9H313
LENG8	Q96PV6
CDC42EP5	Q6NZY7
LAIR2	Q6ISS4
TMEM145	Q8NBT3
ZNF526	Q8TF50
TRAPPC9	Q96Q05
NLRP7	Q8WX94
ZNF146	Q15072
PPP1R14A	Q96A00
SPINT2	O43291
C19orf33	Q9GZP8
YIF1B	Q5BJH7
C19orf51	Q8N9W5
PSCA	O43653
ATCAY	Q86WG3
LY6D	Q14210
DAPK3	O43293
EEF2	P13639
TMIGD2	Q96BF3
CHAF1A	Q13111
UBXN6	Q9BZV1
PLIN4	Q96Q06
SEMA6B	Q9H3T3
ZNF444	Q8N0Y2
NXN	Q6DKJ4
FAM57A	Q8TBR7
GLOD4	Q9HC38
MFSD3	Q96ES6
GPT	P24298
KIFC2	Q96AC6
SLC43A2	Q8N370
PRICKLE1,RILP	Q96MT3
RILP	Q96NA2
SERPINF2	P08697
WDR81	Q562E7
SRR	Q9GZT4
TSR1	Q2NL82
TRPV3	Q8NET8
HSD11B1L	Q7Z5J1
CYB5D2	Q8WUJ1
GGT6	Q6P531
NTF4	P34130
C19orf48	Q6RUI8
KLK1	P06870
KLK4	Q9Y5K2
KLK2	P20151
KLK5	Q9Y337
KLK6	Q92876
KLK11	Q9UBX7
KLK13	Q9UKR3
ZNF83	P51522
KRT80	Q6KB66
KRT1	P04264
ACER1	Q8TDN7
OTUB1	Q96FW1
RCOR2	Q8IZ40
ANGPTL4	Q9BY76
NDUFA7	O95182
CD320	Q9NPF0
SPRYD3	Q8NCJ5
IGFBP6	P24592
ACAT2,SOAT2	O75908
